 "'AS-IS'" 1 
 "ACTUAL" 1 (L 5115, off 18) 
 "savagely" 18 (L 564, off 24) (L 1032, off 0) (L 1277, off 6) (L 1721, off 5) (L 1727, off 24) (L 2234, off 56) (L 2252, off 0) (L 2445, off 6) (L 2478, off 28) (L 2558, off 53) (L 2593, off 36) (L 2601, off 36) (L 3023, off 0) (L 3369, off 37) (L 3384, off 21) (L 3955, off 44) (L 4338, off 17) (L 4351, off 0) 
 "settled" 18 (L 637, off 59) (L 640, off 0) (L 656, off 54) (L 1101, off 24) (L 1433, off 35) (L 2073, off 11) (L 2092, off 55) (L 2244, off 13) (L 2261, off 51) (L 2635, off 9) (L 3271, off 0) (L 3283, off 47) (L 3346, off 9) (L 3395, off 52) (L 3430, off 56) (L 3439, off 49) (L 3465, off 50) (L 4812, off 0) 
 "several" 18 (L 206, off 22) (L 373, off 41) (L 376, off 14) (L 395, off 48) (L 415, off 0) (L 1490, off 51) (L 1591, off 22) (L 1951, off 35) (L 2245, off 34) (L 2676, off 15) (L 2827, off 0) (L 3290, off 54) (L 3463, off 62) (L 3512, off 36) (L 4312, off 47) (L 4401, off 5) (L 4581, off 34) (L 5246, off 51) 
 "snorting" 18 (L 1878, off 34) (L 3027, off 18) (L 3133, off 12) (L 3200, off 11) (L 3205, off 58) (L 3230, off 32) (L 3252, off 24) (L 3455, off 0) (L 3547, off 0) (L 3630, off 46) (L 3681, off 10) (L 3713, off 56) (L 3744, off 22) (L 3755, off 60) (L 3909, off 27) (L 4130, off 55) (L 4173, off 60) (L 4777, off 37) 
 "summer" 18 (L 466, off 20) (L 483, off 28) (L 727, off 43) (L 918, off 19) (L 982, off 7) (L 1133, off 42) (L 2007, off 20) (L 2025, off 31) (L 2077, off 25) (L 2862, off 15) (L 2915, off 61) (L 2959, off 39) (L 3259, off 42) (L 4104, off 10) (L 4406, off 64) (L 4486, off 45) (L 4504, off 52) (L 4759, off 7) 
 "top" 18 (L 170, off 30) (L 209, off 12) (L 938, off 36) (L 1264, off 9) (L 1385, off 24) (L 1694, off 34) (L 2054, off 31) (L 2182, off 62) (L 2245, off 11) (L 2777, off 37) (L 3030, off 34) (L 3085, off 64) (L 3331, off 39) (L 3861, off 20) (L 4124, off 15) (L 4581, off 26) (L 4645, off 35) (L 4661, off 11) 
 "wide" 18 (L 153, off 65) (L 453, off 39) (L 454, off 58) (L 537, off 52) (L 593, off 32) (L 1270, off 62) (L 1338, off 33) (L 1462, off 7) (L 1542, off 65) (L 1876, off 51) (L 2480, off 31) (L 2796, off 21) (L 2882, off 22) (L 2909, off 3) (L 3048, off 0) (L 4143, off 7) (L 4684, off 26) (L 5205, off 61) 
 "wolf" 18 (L 270, off 33) (L 342, off 30) (L 465, off 58) (L 485, off 41) (L 1025, off 21) (L 1098, off 61) (L 1336, off 0) (L 1355, off 12) (L 1662, off 4) (L 2240, off 22) (L 2269, off 15) (L 2391, off 25) (L 2411, off 10) (L 2515, off 4) (L 2693, off 38) (L 2701, off 60) (L 3105, off 12) (L 3397, off 16) 
 "Now" 19 (L 816, off 1) (L 869, off 1) (L 879, off 13) (L 894, off 1) (L 1173, off 12) (L 1291, off 0) (L 1403, off 65) (L 1519, off 26) (L 1693, off 56) (L 3266, off 0) (L 3352, off 13) (L 3565, off 24) (L 3723, off 0) (L 3892, off 10) (L 3976, off 46) (L 4201, off 23) (L 4280, off 34) (L 4380, off 67) (L 4760, off 21) 
 "Shorty" 19 (L 3878, off 29) (L 3889, off 25) (L 3971, off 44) (L 4005, off 0) (L 4008, off 36) (L 4015, off 21) (L 4023, off 18) (L 4038, off 13) (L 4064, off 0) (L 4069, off 0) (L 4414, off 57) (L 4417, off 0) (L 4421, off 0) (L 4421, off 44) (L 4427, off 1) (L 4487, off 19) (L 4499, off 31) (L 4509, off 3) (L 4667, off 45) 
 "agreement" 19 (L 3878, off 15) (L 4077, off 16) (L 4950, off 22) (L 4951, off 18) (L 4955, off 14) (L 4960, off 39) (L 4962, off 51) (L 4964, off 62) (L 4979, off 5) (L 4980, off 56) (L 4987, off 58) (L 5082, off 42) (L 5087, off 14) (L 5109, off 40) (L 5139, off 50) (L 5140, off 36) (L 5140, off 51) (L 5143, off 18) (L 5148, off 10) 
 "blue" 19 (L 152, off 0) (L 156, off 13) (L 157, off 32) (L 402, off 64) (L 536, off 46) (L 636, off 40) (L 951, off 10) (L 969, off 27) (L 970, off 26) (L 971, off 42) (L 1457, off 32) (L 1595, off 35) (L 1631, off 46) (L 2158, off 18) (L 2662, off 41) (L 2916, off 30) (L 2917, off 64) (L 3489, off 58) (L 3509, off 58) 
 "call" 19 (L 464, off 53) (L 547, off 0) (L 1214, off 0) (L 1464, off 56) (L 1638, off 0) (L 2434, off 13) (L 3036, off 57) (L 3042, off 49) (L 3136, off 23) (L 3445, off 0) (L 3514, off 16) (L 3540, off 29) (L 3714, off 30) (L 3915, off 39) (L 4209, off 18) (L 4218, off 61) (L 4299, off 56) (L 4605, off 6) (L 4643, off 63) 
 "coming" 19 (L 575, off 48) (L 752, off 42) (L 947, off 0) (L 1287, off 28) (L 1290, off 0) (L 1640, off 46) (L 2001, off 0) (L 2076, off 64) (L 2192, off 0) (L 2640, off 47) (L 3084, off 17) (L 3456, off 13) (L 3658, off 32) (L 4214, off 49) (L 4301, off 15) (L 4374, off 29) (L 4530, off 44) (L 4597, off 52) (L 4750, off 56) 
 "heels" 19 (L 235, off 11) (L 553, off 35) (L 1101, off 0) (L 1248, off 0) (L 1315, off 52) (L 1334, off 55) (L 1337, off 15) (L 1344, off 65) (L 1403, off 41) (L 1978, off 0) (L 1987, off 47) (L 2063, off 55) (L 3124, off 15) (L 3541, off 38) (L 3543, off 50) (L 3659, off 47) (L 3913, off 61) (L 4713, off 13) (L 4773, off 46) 
 "hunters" 19 (L 41, off 0) (L 915, off 32) (L 1051, off 12) (L 1315, off 18) (L 1316, off 42) (L 1319, off 54) (L 1322, off 8) (L 1346, off 0) (L 1369, off 11) (L 1372, off 44) (L 1375, off 24) (L 1395, off 0) (L 1402, off 39) (L 1435, off 52) (L 1443, off 54) (L 1451, off 4) (L 1733, off 0) (L 2254, off 0) (L 2438, off 36) 
 "laid" 19 (L 197, off 56) (L 370, off 41) (L 511, off 22) (L 561, off 38) (L 841, off 23) (L 1604, off 4) (L 2363, off 5) (L 2695, off 49) (L 3081, off 61) (L 3642, off 67) (L 3703, off 62) (L 3721, off 5) (L 3912, off 35) (L 4117, off 52) (L 4162, off 58) (L 4549, off 35) (L 4589, off 58) (L 4688, off 12) (L 4753, off 11) 
 "lashed" 19 (L 559, off 12) (L 1026, off 27) (L 1106, off 65) (L 1711, off 45) (L 1904, off 42) (L 2308, off 30) (L 2335, off 40) (L 2702, off 55) (L 3059, off 37) (L 3093, off 11) (L 3269, off 38) (L 3543, off 18) (L 3621, off 23) (L 3684, off 24) (L 3702, off 4) (L 3723, off 55) (L 3737, off 50) (L 3946, off 60) (L 3989, off 17) 
 "moving" 19 (L 412, off 60) (L 529, off 22) (L 603, off 22) (L 932, off 9) (L 979, off 14) (L 1296, off 6) (L 1338, off 21) (L 1381, off 41) (L 1455, off 31) (L 1510, off 9) (L 1753, off 33) (L 1863, off 50) (L 1879, off 33) (L 1918, off 0) (L 1934, off 16) (L 2798, off 62) (L 3592, off 23) (L 4130, off 5) (L 4325, off 19) 
 "rolled" 19 (L 179, off 30) (L 222, off 18) (L 1070, off 62) (L 1234, off 51) (L 1417, off 14) (L 1426, off 63) (L 1720, off 27) (L 1791, off 36) (L 1908, off 32) (L 2192, off 24) (L 3155, off 47) (L 3178, off 57) (L 3369, off 9) (L 3557, off 19) (L 3945, off 45) (L 3991, off 57) (L 4498, off 25) (L 4539, off 20) (L 4830, off 11) 
 "shot" 19 (L 341, off 41) (L 861, off 0) (L 861, off 30) (L 866, off 24) (L 1134, off 0) (L 1176, off 29) (L 1790, off 61) (L 2202, off 36) (L 2566, off 11) (L 3056, off 10) (L 3287, off 0) (L 3289, off 42) (L 3301, off 54) (L 3620, off 0) (L 3629, off 45) (L 3976, off 35) (L 4030, off 17) (L 4183, off 24) (L 4458, off 22) 
 "slid" 19 (L 693, off 46) (L 854, off 29) (L 1346, off 65) (L 1839, off 11) (L 1856, off 65) (L 2205, off 57) (L 2374, off 36) (L 2715, off 25) (L 2722, off 5) (L 2735, off 3) (L 2921, off 48) (L 3179, off 14) (L 3382, off 59) (L 3542, off 38) (L 3694, off 39) (L 3938, off 17) (L 4408, off 6) (L 4720, off 10) (L 4776, off 9) 
 "stand" 19 (L 660, off 14) (L 1063, off 26) (L 1110, off 24) (L 1431, off 16) (L 1584, off 66) (L 1601, off 0) (L 1859, off 53) (L 1905, off 0) (L 2488, off 7) (L 2638, off 55) (L 3164, off 7) (L 3230, off 26) (L 3290, off 9) (L 3378, off 53) (L 3470, off 61) (L 3866, off 50) (L 4218, off 31) (L 4246, off 54) (L 4711, off 66) 
 "stayed" 19 (L 692, off 47) (L 702, off 27) (L 1276, off 45) (L 1342, off 31) (L 1405, off 0) (L 1559, off 43) (L 1633, off 43) (L 1752, off 11) (L 2147, off 0) (L 3350, off 14) (L 3488, off 0) (L 3525, off 42) (L 3651, off 54) (L 3726, off 11) (L 4090, off 23) (L 4136, off 46) (L 4386, off 49) (L 4574, off 10) (L 4576, off 51) 
 "terms" 19 (L 5, off 20) (L 4939, off 46) (L 4949, off 19) (L 4951, off 4) (L 4955, off 0) (L 4960, off 25) (L 4962, off 37) (L 4964, off 48) (L 4978, off 65) (L 4980, off 42) (L 4987, off 44) (L 5005, off 20) (L 5022, off 0) (L 5022, off 51) (L 5027, off 8) (L 5033, off 45) (L 5071, off 27) (L 5082, off 28) (L 5086, off 47) 
 "three" 19 (L 218, off 61) (L 389, off 14) (L 685, off 25) (L 691, off 62) (L 692, off 25) (L 754, off 4) (L 1203, off 21) (L 1253, off 50) (L 1319, off 48) (L 1375, off 18) (L 2129, off 4) (L 2131, off 24) (L 2217, off 4) (L 2225, off 35) (L 2231, off 22) (L 2438, off 30) (L 2952, off 30) (L 2953, off 26) (L 4518, off 17) 
 "together" 19 (L 334, off 0) (L 611, off 5) (L 844, off 56) (L 873, off 0) (L 996, off 37) (L 2225, off 51) (L 2534, off 40) (L 2728, off 60) (L 2743, off 0) (L 2863, off 17) (L 2919, off 12) (L 3177, off 46) (L 3244, off 51) (L 3569, off 26) (L 3672, off 6) (L 3681, off 0) (L 4219, off 58) (L 4311, off 56) (L 4339, off 15) 
 "trees" 19 (L 622, off 3) (L 629, off 33) (L 1065, off 52) (L 1624, off 0) (L 1919, off 25) (L 2107, off 19) (L 2160, off 17) (L 2246, off 14) (L 2248, off 52) (L 2814, off 25) (L 2832, off 0) (L 2910, off 53) (L 3007, off 44) (L 3238, off 21) (L 3257, off 25) (L 3290, off 34) (L 3471, off 46) (L 3867, off 0) (L 4840, off 28) 
 "walls" 19 (L 372, off 12) (L 798, off 0) (L 1186, off 35) (L 1197, off 9) (L 1391, off 7) (L 1504, off 65) (L 1665, off 22) (L 1833, off 58) (L 1840, off 0) (L 2008, off 58) (L 2851, off 53) (L 2999, off 56) (L 3003, off 56) (L 3593, off 45) (L 3601, off 21) (L 3923, off 13) (L 4381, off 36) (L 4573, off 24) (L 4603, off 63) 
 "Major" 20 (L 274, off 13) (L 305, off 0) (L 491, off 42) (L 803, off 0) (L 829, off 44) (L 1210, off 5) (L 2918, off 30) (L 2922, off 37) (L 2947, off 47) (L 2957, off 48) (L 3223, off 26) (L 3765, off 61) (L 3790, off 65) (L 4003, off 14) (L 4098, off 56) (L 4240, off 66) (L 4414, off 40) (L 4468, off 0) (L 4559, off 7) (L 4567, off 5) 
 "attention" 20 (L 267, off 45) (L 276, off 0) (L 316, off 54) (L 1317, off 42) (L 1323, off 38) (L 1463, off 45) (L 1776, off 40) (L 1849, off 34) (L 1956, off 3) (L 2391, off 0) (L 2723, off 30) (L 2810, off 22) (L 2876, off 0) (L 3206, off 38) (L 3434, off 4) (L 3481, off 44) (L 3488, off 54) (L 3596, off 8) (L 3652, off 25) (L 4252, off 33) 
 "bull" 20 (L 3764, off 60) (L 4168, off 40) (L 4266, off 39) (L 4268, off 0) (L 4277, off 15) (L 4291, off 57) (L 4298, off 34) (L 4301, off 6) (L 4305, off 0) (L 4309, off 8) (L 4310, off 42) (L 4314, off 10) (L 4319, off 29) (L 4324, off 54) (L 4335, off 12) (L 4336, off 8) (L 4339, off 35) (L 4342, off 60) (L 4345, off 31) (L 4348, off 12) 
 "can" 20 (L 258, off 37) (L 376, off 50) (L 1442, off 33) (L 4030, off 30) (L 4463, off 18) (L 4477, off 24) (L 4491, off 36) (L 4509, off 29) (L 4671, off 45) (L 4738, off 60) (L 4914, off 11) (L 4961, off 16) (L 4963, off 52) (L 4980, off 15) (L 4985, off 9) (L 5010, off 58) (L 5120, off 67) (L 5172, off 35) (L 5193, off 12) (L 5207, off 63) 
 "cliff" 20 (L 1006, off 35) (L 1011, off 12) (L 1014, off 65) (L 1027, off 35) (L 1030, off 39) (L 1231, off 48) (L 1238, off 14) (L 2732, off 35) (L 2770, off 50) (L 2789, off 45) (L 2793, off 0) (L 3005, off 30) (L 3293, off 46) (L 3633, off 39) (L 3862, off 51) (L 3936, off 0) (L 4023, off 0) (L 4043, off 13) (L 4078, off 62) (L 4080, off 41) 
 "nose" 20 (L 1230, off 45) (L 1564, off 0) (L 1567, off 53) (L 1778, off 66) (L 1784, off 4) (L 1791, off 16) (L 2065, off 4) (L 2076, off 45) (L 2136, off 6) (L 2437, off 4) (L 2454, off 9) (L 2460, off 52) (L 2532, off 54) (L 2556, off 53) (L 2612, off 16) (L 2885, off 58) (L 2893, off 34) (L 3644, off 0) (L 3683, off 47) (L 4791, off 46) 
 "paid" 20 (L 267, off 37) (L 275, off 55) (L 316, off 44) (L 1206, off 15) (L 1323, off 30) (L 1463, off 37) (L 1776, off 32) (L 1955, off 67) (L 2390, off 61) (L 2723, off 22) (L 2810, off 14) (L 2875, off 58) (L 3596, off 0) (L 4252, off 21) (L 4953, off 7) (L 4956, off 19) (L 5062, off 13) (L 5069, off 41) (L 5078, off 11) (L 5121, off 43) 
 "passed" 20 (L 434, off 39) (L 1007, off 14) (L 1455, off 49) (L 1643, off 30) (L 1731, off 42) (L 1733, off 12) (L 1858, off 3) (L 1951, off 13) (L 1955, off 13) (L 2026, off 49) (L 2077, off 32) (L 2254, off 12) (L 2616, off 19) (L 3683, off 14) (L 3763, off 58) (L 4030, off 3) (L 4193, off 57) (L 4582, off 35) (L 4595, off 12) (L 4772, off 48) 
 "past" 20 (L 569, off 46) (L 574, off 11) (L 852, off 10) (L 975, off 15) (L 1192, off 61) (L 1416, off 25) (L 1418, off 9) (L 1460, off 30) (L 1792, off 50) (L 2367, off 43) (L 2569, off 45) (L 2674, off 0) (L 2913, off 45) (L 3046, off 67) (L 3727, off 41) (L 3891, off 35) (L 3981, off 22) (L 4175, off 41) (L 4585, off 47) (L 4771, off 16) 
 "ready" 20 (L 188, off 29) (L 466, off 38) (L 501, off 55) (L 1581, off 21) (L 2001, off 19) (L 2559, off 53) (L 2656, off 24) (L 2710, off 20) (L 2807, off 62) (L 3313, off 37) (L 3732, off 61) (L 3909, off 63) (L 4012, off 43) (L 4057, off 63) (L 4150, off 40) (L 4345, off 4) (L 4405, off 50) (L 4599, off 40) (L 4689, off 30) (L 4805, off 25) 
 "rode" 20 (L 307, off 0) (L 1146, off 19) (L 1148, off 33) (L 1155, off 3) (L 1253, off 34) (L 2913, off 35) (L 2987, off 5) (L 3848, off 19) (L 3859, off 17) (L 3894, off 27) (L 4077, off 32) (L 4078, off 31) (L 4087, off 6) (L 4106, off 20) (L 4406, off 33) (L 4525, off 30) (L 4530, off 17) (L 4538, off 3) (L 4549, off 4) (L 4698, off 5) 
 "seemed" 20 (L 620, off 32) (L 625, off 19) (L 773, off 15) (L 954, off 42) (L 1398, off 19) (L 1679, off 58) (L 1682, off 26) (L 1732, off 25) (L 1783, off 14) (L 2533, off 39) (L 2633, off 0) (L 2873, off 57) (L 3041, off 16) (L 3496, off 60) (L 3759, off 4) (L 4291, off 62) (L 4364, off 29) (L 4524, off 28) (L 4560, off 5) (L 4606, off 22) 
 "smell" 20 (L 508, off 26) (L 935, off 61) (L 1021, off 56) (L 1098, off 47) (L 1799, off 10) (L 1801, off 0) (L 2066, off 52) (L 2067, off 11) (L 2171, off 47) (L 2439, off 29) (L 2619, off 0) (L 2868, off 40) (L 3455, off 45) (L 3457, off 0) (L 3503, off 53) (L 3599, off 25) (L 4254, off 4) (L 4368, off 43) (L 4410, off 8) (L 4577, off 30) 
 "tail" 20 (L 343, off 54) (L 420, off 47) (L 1527, off 32) (L 1688, off 63) (L 1689, off 57) (L 1765, off 14) (L 1824, off 50) (L 1844, off 14) (L 1845, off 15) (L 1846, off 33) (L 2533, off 21) (L 2563, off 57) (L 2798, off 50) (L 2880, off 36) (L 3013, off 37) (L 3034, off 42) (L 3586, off 63) (L 3684, off 19) (L 3913, off 37) (L 4047, off 40) 
 "tree" 20 (L 764, off 7) (L 1189, off 37) (L 1549, off 4) (L 1551, off 37) (L 1910, off 34) (L 1914, off 40) (L 2456, off 49) (L 2799, off 11) (L 2814, off 49) (L 2822, off 31) (L 2824, off 61) (L 2825, off 11) (L 2826, off 51) (L 2827, off 44) (L 2832, off 32) (L 2840, off 29) (L 2855, off 19) (L 2858, off 34) (L 2896, off 36) (L 4378, off 61) 
 "watching" 20 (L 431, off 0) (L 544, off 7) (L 555, off 10) (L 873, off 28) (L 1045, off 10) (L 1831, off 17) (L 2807, off 38) (L 2824, off 13) (L 2856, off 50) (L 2962, off 32) (L 3142, off 62) (L 3150, off 41) (L 4220, off 0) (L 4326, off 12) (L 4329, off 18) (L 4469, off 7) (L 4513, off 63) (L 4723, off 21) (L 4805, off 15) (L 4850, off 59) 
 "Crazy" 21 (L 160, off 21) (L 186, off 13) (L 403, off 24) (L 489, off 25) (L 604, off 5) (L 618, off 45) (L 973, off 4) (L 1141, off 43) (L 1481, off 0) (L 1513, off 34) (L 1804, off 36) (L 1936, off 16) (L 2181, off 41) (L 2739, off 26) (L 3220, off 65) (L 3259, off 7) (L 3523, off 11) (L 4085, off 35) (L 4513, off 20) (L 4552, off 48) (L 4562, off 63) 
 "Foundation" 21 (L 4913, off 58) (L 4968, off 45) (L 4968, off 62) (L 4990, off 24) (L 5061, off 40) (L 5065, off 52) (L 5067, off 44) (L 5088, off 44) (L 5090, off 0) (L 5107, off 27) (L 5145, off 56) (L 5146, off 46) (L 5169, off 27) (L 5171, off 59) (L 5173, off 8) (L 5177, off 0) (L 5179, off 39) (L 5185, off 17) (L 5203, off 17) (L 5213, off 4) (L 5258, off 8) 
 "Howard" 21 (L 274, off 19) (L 305, off 6) (L 491, off 48) (L 803, off 6) (L 829, off 50) (L 835, off 6) (L 1210, off 11) (L 2918, off 36) (L 2922, off 43) (L 2947, off 53) (L 2957, off 54) (L 3223, off 32) (L 3766, off 0) (L 3791, off 0) (L 4003, off 20) (L 4098, off 62) (L 4241, off 0) (L 4414, off 46) (L 4468, off 6) (L 4559, off 13) (L 4567, off 11) 
 "broken" 21 (L 495, off 29) (L 614, off 0) (L 937, off 0) (L 963, off 25) (L 1020, off 25) (L 1235, off 14) (L 1310, off 16) (L 1504, off 43) (L 1627, off 0) (L 1884, off 65) (L 2180, off 30) (L 2548, off 13) (L 3221, off 38) (L 3282, off 60) (L 3323, off 49) (L 3632, off 54) (L 3809, off 15) (L 3889, off 12) (L 3991, off 0) (L 4013, off 17) (L 4091, off 33) 
 "dead" 21 (L 1021, off 28) (L 1103, off 22) (L 1732, off 4) (L 1758, off 50) (L 1883, off 32) (L 1890, off 50) (L 2267, off 42) (L 2386, off 0) (L 2456, off 38) (L 2663, off 45) (L 2756, off 15) (L 2812, off 9) (L 3202, off 9) (L 3473, off 12) (L 3496, off 38) (L 3504, off 9) (L 3718, off 22) (L 3749, off 22) (L 3801, off 20) (L 4368, off 53) (L 4464, off 5) 
 "door" 21 (L 264, off 6) (L 290, off 62) (L 298, off 28) (L 369, off 20) (L 381, off 11) (L 786, off 0) (L 791, off 51) (L 802, off 5) (L 850, off 63) (L 855, off 28) (L 1156, off 27) (L 2040, off 47) (L 2062, off 65) (L 2664, off 66) (L 3502, off 4) (L 4414, off 28) (L 4608, off 48) (L 4777, off 11) (L 4779, off 4) (L 4801, off 61) (L 4851, off 46) 
 "fast" 21 (L 317, off 48) (L 503, off 25) (L 603, off 17) (L 688, off 47) (L 823, off 37) (L 1004, off 65) (L 1284, off 47) (L 1296, off 16) (L 1402, off 26) (L 1434, off 58) (L 1492, off 5) (L 1671, off 23) (L 2551, off 57) (L 2643, off 52) (L 3121, off 12) (L 3942, off 62) (L 4192, off 38) (L 4212, off 49) (L 4311, off 16) (L 4466, off 41) (L 4597, off 47) 
 "filly" 21 (L 321, off 12) (L 326, off 35) (L 362, off 33) (L 821, off 59) (L 3032, off 44) (L 3134, off 61) (L 3150, off 0) (L 3233, off 28) (L 3533, off 40) (L 3544, off 15) (L 3648, off 63) (L 3902, off 30) (L 3949, off 10) (L 4116, off 55) (L 4358, off 37) (L 4556, off 64) (L 4592, off 29) (L 4598, off 56) (L 4713, off 32) (L 4769, off 21) (L 4791, off 6) 
 "forth" 21 (L 480, off 0) (L 730, off 31) (L 730, off 47) (L 1132, off 35) (L 1845, off 43) (L 2055, off 9) (L 2187, off 65) (L 2649, off 65) (L 2893, off 48) (L 3038, off 18) (L 4288, off 11) (L 4304, off 35) (L 4599, off 52) (L 4916, off 4) (L 4956, off 39) (L 5016, off 38) (L 5032, off 40) (L 5087, off 0) (L 5090, off 18) (L 5132, off 66) (L 5139, off 36) 
 "full" 21 (L 1262, off 30) (L 1398, off 26) (L 2260, off 10) (L 2822, off 60) (L 2827, off 51) (L 3302, off 25) (L 3545, off 34) (L 3979, off 35) (L 4016, off 14) (L 4077, off 11) (L 4469, off 36) (L 4962, off 32) (L 4981, off 55) (L 4997, off 15) (L 5026, off 46) (L 5033, off 40) (L 5045, off 45) (L 5069, off 16) (L 5071, off 40) (L 5077, off 53) (L 5185, off 54) 
 "killer" 21 (L 470, off 34) (L 471, off 30) (L 1826, off 25) (L 1836, off 50) (L 1869, off 58) (L 1888, off 40) (L 1896, off 36) (L 1899, off 18) (L 1904, off 7) (L 2373, off 34) (L 2385, off 60) (L 2510, off 61) (L 2541, off 20) (L 2557, off 48) (L 2578, off 23) (L 3687, off 32) (L 3719, off 23) (L 3720, off 59) (L 3729, off 4) (L 3922, off 11) (L 4259, off 32) 
 "know" 21 (L 848, off 38) (L 1640, off 3) (L 1640, off 56) (L 2190, off 56) (L 2473, off 0) (L 2964, off 31) (L 3246, off 54) (L 3360, off 63) (L 3448, off 50) (L 3482, off 24) (L 3766, off 41) (L 3814, off 5) (L 3907, off 8) (L 4132, off 62) (L 4134, off 24) (L 4292, off 3) (L 4459, off 14) (L 4483, off 47) (L 4495, off 6) (L 4517, off 46) (L 5223, off 47) 
 "saddle" 21 (L 327, off 23) (L 480, off 52) (L 519, off 0) (L 912, off 19) (L 1159, off 16) (L 2027, off 52) (L 2972, off 62) (L 3790, off 16) (L 3822, off 4) (L 3836, off 16) (L 3842, off 57) (L 3976, off 64) (L 4071, off 3) (L 4140, off 5) (L 4197, off 60) (L 4254, off 27) (L 4408, off 20) (L 4454, off 0) (L 4502, off 0) (L 4660, off 43) (L 4741, off 48) 
 "slowly" 21 (L 311, off 36) (L 330, off 49) (L 394, off 55) (L 759, off 14) (L 826, off 38) (L 955, off 16) (L 995, off 34) (L 1110, off 5) (L 1510, off 16) (L 1806, off 13) (L 1834, off 42) (L 1863, off 58) (L 1869, off 7) (L 2465, off 62) (L 3183, off 44) (L 3284, off 21) (L 3584, off 7) (L 3697, off 31) (L 3782, off 0) (L 4325, off 26) (L 4800, off 7) 
 "warning" 21 (L 188, off 44) (L 201, off 43) (L 418, off 55) (L 421, off 59) (L 423, off 13) (L 512, off 7) (L 591, off 13) (L 664, off 48) (L 774, off 54) (L 939, off 48) (L 1082, off 38) (L 1242, off 20) (L 1392, off 20) (L 1566, off 60) (L 1637, off 63) (L 1787, off 46) (L 2046, off 15) (L 3209, off 40) (L 3486, off 62) (L 3915, off 31) (L 4156, off 27) 
 "From" 22 (L 225, off 6) (L 231, off 0) (L 402, off 55) (L 660, off 0) (L 663, off 53) (L 724, off 0) (L 938, off 27) (L 1447, off 50) (L 1566, off 10) (L 1819, off 55) (L 1852, off 42) (L 1883, off 38) (L 2268, off 26) (L 2738, off 0) (L 2910, off 7) (L 3003, off 63) (L 3204, off 27) (L 3861, off 42) (L 4208, off 35) (L 4296, off 0) (L 4701, off 30) (L 4705, off 22) 
 "Their" 22 (L 217, off 0) (L 521, off 61) (L 1012, off 23) (L 1029, off 48) (L 1069, off 39) (L 1070, off 44) (L 1077, off 48) (L 1091, off 0) (L 1244, off 59) (L 1253, off 62) (L 1435, off 61) (L 1583, off 34) (L 2136, off 27) (L 2378, off 46) (L 2791, off 0) (L 3241, off 12) (L 3273, off 65) (L 3366, off 14) (L 3473, off 24) (L 3549, off 0) (L 3600, off 11) (L 4715, off 24) 
 "except" 22 (L 171, off 38) (L 464, off 0) (L 525, off 0) (L 792, off 48) (L 988, off 30) (L 1531, off 20) (L 1764, off 23) (L 1844, off 59) (L 1872, off 59) (L 2029, off 22) (L 2062, off 43) (L 2396, off 37) (L 2709, off 28) (L 2743, off 34) (L 2753, off 39) (L 3206, off 56) (L 3279, off 59) (L 3411, off 26) (L 3748, off 59) (L 4556, off 34) (L 4620, off 35) (L 4878, off 21) 
 "face" 22 (L 315, off 56) (L 332, off 19) (L 823, off 56) (L 840, off 50) (L 1030, off 27) (L 1126, off 23) (L 1163, off 42) (L 1767, off 21) (L 1959, off 53) (L 2465, off 15) (L 2789, off 51) (L 2793, off 6) (L 2826, off 30) (L 2846, off 50) (L 2856, off 45) (L 3176, off 65) (L 3293, off 34) (L 3594, off 24) (L 3728, off 60) (L 3791, off 17) (L 4042, off 60) (L 4736, off 35) 
 "fangs" 22 (L 663, off 6) (L 1027, off 65) (L 1071, off 20) (L 1077, off 60) (L 1712, off 53) (L 1715, off 13) (L 1719, off 56) (L 1728, off 0) (L 1832, off 43) (L 1897, off 63) (L 2319, off 13) (L 2321, off 58) (L 2330, off 63) (L 2345, off 23) (L 2347, off 24) (L 2382, off 46) (L 2466, off 55) (L 2489, off 54) (L 2567, off 28) (L 3376, off 31) (L 3698, off 62) (L 3732, off 24) 
 "green" 22 (L 165, off 42) (L 411, off 4) (L 430, off 56) (L 598, off 6) (L 622, off 33) (L 1065, off 46) (L 1502, off 47) (L 1566, off 40) (L 1807, off 36) (L 1865, off 43) (L 2084, off 26) (L 2130, off 47) (L 2140, off 27) (L 2454, off 65) (L 2456, off 59) (L 2628, off 14) (L 2644, off 30) (L 2755, off 49) (L 2784, off 62) (L 2914, off 28) (L 3498, off 15) (L 3906, off 4) 
 "kill" 22 (L 466, off 47) (L 469, off 9) (L 477, off 47) (L 492, off 3) (L 673, off 11) (L 1033, off 0) (L 1072, off 25) (L 1348, off 21) (L 1827, off 24) (L 1960, off 38) (L 2275, off 66) (L 2316, off 37) (L 2369, off 15) (L 2930, off 8) (L 3099, off 35) (L 3104, off 59) (L 3119, off 42) (L 3176, off 25) (L 3367, off 37) (L 3591, off 24) (L 3748, off 7) (L 3975, off 19) 
