 "'AS-IS'" 1 
 "'Deev'" 1 
 "'Power" 1 
 "'deevs" 1 
 "'sarge'" 1 
 "'topkick" 1 
 "--Remember" 1 
 "ACTUAL" 1 (L 1072, off 18) 
 "vessel" 1 (L 653, off 63) 
 "vessels" 1 (L 659, off 52) 
 "vibration" 1 (L 608, off 45) 
 "vicinity" 1 (L 550, off 33) 
 "victors" 1 (L 280, off 13) 
 "viewed" 1 (L 954, off 11) 
 "viewing" 1 (L 1005, off 42) 
 "vigorously" 1 (L 245, off 8) 
 "violate" 1 (L 676, off 53) 
 "violates" 1 (L 1097, off 0) 
 "virus" 1 (L 1059, off 25) 
 "void" 1 (L 1100, off 62) 
 "volunteer" 1 (L 1200, off 0) 
 "volunteered" 1 (L 272, off 4) 
 "wagon" 1 (L 192, off 36) 
 "wait" 1 (L 492, off 15) 
 "waited" 1 (L 756, off 3) 
 "walks" 1 (L 1121, off 19) 
 "war-weakened" 1 (L 280, off 0) 
 "warm" 1 (L 346, off 9) 
 "warning" 1 (L 620, off 20) 
 "warranties" 1 (L 1095, off 0) 
 "wasn't" 1 (L 276, off 0) 
 "watched" 1 (L 205, off 18) 
 "watching" 1 (L 836, off 6) 
 "wave" 1 (L 723, off 29) 
 "ways" 1 (L 1191, off 0) 
 "we're" 1 (L 373, off 19) 
 "weaker" 1 (L 278, off 33) 
 "weapons'" 1 
 "wearing" 1 (L 166, off 33) 
 "well-known" 1 (L 761, off 47) 
 "well-stocked" 1 (L 247, off 39) 
 "whenever" 1 (L 951, off 12) 
 "whipped" 1 (L 472, off 0) 
 "whose" 1 (L 179, off 52) 
 "windowed" 1 (L 185, off 8) 
 "windowless" 1 (L 89, off 48) 
 "windshield" 1 (L 94, off 30) 
 "wine-glasses" 1 (L 366, off 27) 
 "winking" 1 (L 493, off 25) 
 "wiped" 1 (L 435, off 39) 
 "wires" 1 (L 747, off 36) 
 "witnesses" 1 (L 683, off 44) 
 "wives" 1 (L 227, off 53) 
 "wondered" 1 (L 415, off 50) 
 "working" 1 (L 776, off 54) 
 "worse" 1 (L 541, off 55) 
 "worst-made" 1 (L 293, off 47) 
 "writhed" 1 (L 725, off 47) 
 "wrong" 1 (L 355, off 23) 
 "year" 1 (L 271, off 38) 
 "yellow" 1 (L 50, off 4) 
 "yet" 1 (L 40, off 30) 
 "you'd" 1 (L 426, off 32) 
 "yourself" 1 (L 141, off 55) 
 "zero" 1 (L 56, off 37) 
 "zeroed" 1 (L 316, off 30) 
 "zip" 1 (L 856, off 51) 
 "zone" 1 (L 787, off 17) 
 "AGREE" 2 (L 1068, off 10) (L 1070, off 33) 
 "ASCII" 2 (L 997, off 26) (L 1002, off 8) 
 "Any" 2 (L 107, off 39) (L 1002, off 30) 
 "BREACH" 2 (L 1069, off 11) (L 1069, off 33) 
 "DAMAGES" 2 (L 1062, off 39) (L 1073, off 11) 
 "Despite" 2 (L 390, off 45) (L 1054, off 25) 
 "Distributed" 2 (L 25, off 0) (L 861, off 0) 
 "Don't" 2 (L 111, off 1) (L 538, off 1) 
 "Donations" 2 (L 1160, off 29) (L 1190, off 23) 
 "EBOOK" 2 (L 19, off 36) (L 854, off 34) 
 "Except" 2 (L 1062, off 49) (L 1089, off 7) 
 "FULL" 2 (L 883, off 7) (L 885, off 4) 
 "Fairbanks" 2 (L 1146, off 40) (L 1147, off 32) 
 "Greg" 2 (L 24, off 12) (L 860, off 12) 
 "His" 2 (L 99, off 24) (L 734, off 38) 
 "How" 2 (L 72, off 29) (L 477, off 1) 
 "However" 2 (L 230, off 1) (L 995, off 39) 
 "John's" 2 (L 255, off 0) (L 759, off 13) 
 "Kansity" 2 (L 204, off 38) (L 504, off 41) 
 "LICENSE" 2 (L 883, off 12) (L 885, off 27) 
 "Mary" 2 (L 24, off 24) (L 860, off 24) 
 "Maybe" 2 (L 58, off 1) (L 575, off 34) 
 "Meehan" 2 (L 24, off 29) (L 860, off 29) 
 "NOT" 2 (L 1071, off 63) (L 1091, off 64) 
 "Numex" 2 (L 647, off 48) (L 787, off 35) 
 "Online" 2 (L 24, off 44) (L 860, off 44) 
 "Plain" 2 (L 997, off 12) (L 1001, off 63) 
 "Produced" 2 (L 24, off 0) (L 860, off 0) 
 "Proofreading" 2 (L 25, off 12) (L 861, off 12) 
 "Royalty" 2 (L 1018, off 41) (L 1020, off 58) 
 "START" 2 (L 19, off 4) (L 883, off 0) 
 "Second" 2 (L 591, off 5) (L 652, off 1) 
 "See" 2 (L 914, off 62) (L 918, off 18) 
 "Some" 2 (L 462, off 10) (L 1094, off 7) 
 "THAT" 2 (L 1068, off 16) (L 1070, off 39) 
 "Team" 2 (L 25, off 25) (L 861, off 25) 
 "Terms" 2 (L 870, off 51) (L 895, off 19) 
 "That" 2 (L 637, off 41) (L 824, off 58) 
 "There's" 2 (L 706, off 1) (L 735, off 44) 
 "Thus" 2 (L 676, off 18) (L 1204, off 48) 
 "Unless" 2 (L 443, off 56) (L 947, off 5) 
 "Use" 2 (L 870, off 60) (L 895, off 28) 
 "Vanilla" 2 (L 997, off 18) (L 1002, off 0) 
 "WARRANTIES" 2 (L 1091, off 6) (L 1092, off 11) 
 "WARRANTY" 2 (L 1062, off 15) (L 1069, off 21) 
 "Weeks" 2 (L 24, off 17) (L 860, off 17) 
 "West" 2 (L 193, off 65) (L 1149, off 60) 
 "You'd" 2 (L 375, off 48) (L 795, off 1) 
 "able" 2 (L 543, off 29) (L 832, off 8) 
 "aboard" 2 (L 271, off 43) (L 393, off 61) 
 "accepted" 2 (L 1185, off 39) (L 1190, off 37) 
 "accordance" 2 (L 1034, off 18) (L 1106, off 0) 
 "accorded" 2 (L 227, off 0) (L 697, off 0) 
 "action" 2 (L 566, off 37) (L 609, off 39) 
 "active" 2 (L 949, off 36) (L 990, off 0) 
 "address" 2 (L 1022, off 47) (L 1147, off 8) 
 "alien" 2 (L 71, off 6) (L 596, off 41) 
 "along" 2 (L 426, off 50) (L 458, off 39) 
 "angled" 2 (L 91, off 7) (L 103, off 39) 
 "anything" 2 (L 781, off 43) (L 875, off 42) 
 "anywhere" 2 (L 3, off 36) (L 956, off 38) 
 "appeared" 2 (L 535, off 32) (L 547, off 45) 
 "approach" 2 (L 652, off 49) (L 1183, off 0) 
 "argument" 2 (L 462, off 23) (L 690, off 5) 
 "armored" 2 (L 82, off 0) (L 410, off 17) 
 "arms" 2 (L 146, off 13) (L 472, off 53) 
 "arrived" 2 (L 475, off 23) (L 666, off 0) 
 "based" 2 (L 927, off 40) (L 942, off 42) 
 "bath" 2 (L 248, off 18) (L 511, off 42) 
 "bathroom" 2 (L 509, off 47) (L 535, off 17) 
 "being" 2 (L 334, off 54) (L 627, off 22) 
 "better" 2 (L 426, off 38) (L 795, off 7) 
 "between" 2 (L 120, off 12) (L 278, off 56) 
 "big" 2 (L 103, off 24) (L 316, off 0) 
 "biggest" 2 (L 200, off 7) (L 375, off 0) 
 "billet" 2 (L 228, off 0) (L 230, off 61) 
 "blasting" 2 (L 388, off 16) (L 608, off 18) 
 "both" 2 (L 977, off 17) (L 1045, off 5) 
 "breakfast" 2 (L 405, off 57) (L 617, off 11) 
 "brief" 2 (L 157, off 36) (L 688, off 61) 
 "bring" 2 (L 511, off 32) (L 814, off 25) 
 "built" 2 (L 418, off 6) (L 829, off 25) 
 "called" 2 (L 142, off 0) (L 601, off 41) 
 "cannon" 2 (L 91, off 0) (L 440, off 20) 
 "capital" 2 (L 204, off 47) (L 820, off 14) 
 "car's" 2 (L 84, off 63) (L 112, off 24) 
 "carefully" 2 (L 554, off 36) (L 780, off 46) 
 "case" 2 (L 623, off 3) (L 687, off 27) 
 "cause" 2 (L 1110, off 30) (L 1113, off 11) 
 "center" 2 (L 717, off 37) (L 752, off 55) 
 "chance" 2 (L 579, off 10) (L 736, off 19) 
 "claim" 2 (L 557, off 6) (L 926, off 0) 
 "clanked" 2 (L 82, off 12) (L 400, off 18) 
 "clean" 2 (L 245, off 61) (L 730, off 24) 
 "climbed" 2 (L 145, off 0) (L 436, off 5) 
 "clothing" 2 (L 245, off 52) (L 690, off 45) 
 "colleagues" 2 (L 620, off 38) (L 652, off 30) 
 "colonizing" 2 (L 149, off 2) (L 663, off 21) 
 "commented" 2 (L 270, off 22) (L 282, off 42) 
 "communications" 2 (L 112, off 30) (L 206, off 37) 
 "computer" 2 (L 1059, off 16) (L 1059, off 35) 
 "computers" 2 (L 1119, off 0) (L 1119, off 55) 
 "concept" 2 (L 873, off 0) (L 1197, off 13) 
 "concerning" 2 (L 944, off 16) (L 1186, off 15) 
 "conducted" 2 (L 159, off 54) (L 233, off 53) 
 "conservation" 2 (L 650, off 4) (L 660, off 17) 
 "considerable" 2 (L 1051, off 57) (L 1174, off 0) 
 "contain" 2 (L 966, off 0) (L 1056, off 0) 
 "continue" 2 (L 114, off 0) (L 423, off 44) 
 "contradictions" 2 (L 375, off 16) (L 572, off 31) 
 "control" 2 (L 54, off 7) (L 442, off 11) 
 "conversation" 2 (L 302, off 17) (L 581, off 48) 
 "corridor" 2 (L 351, off 0) (L 400, off 57) 
 "costs" 2 (L 1067, off 30) (L 1108, off 47) 
 "couldn't" 2 (L 383, off 14) (L 505, off 36) 
 "countries" 2 (L 306, off 26) (L 938, off 55) 
 "created" 2 (L 1127, off 42) (L 1202, off 38) 
 "crew" 2 (L 78, off 19) (L 217, off 48) 
 "customs" 2 (L 555, off 0) (L 676, off 9) 
 "damages" 2 (L 1067, off 21) (L 1096, off 0) 
 "data" 2 (L 575, off 12) (L 1057, off 11) 
 "date" 2 (L 1019, off 32) (L 1151, off 0) 
 "death" 2 (L 697, off 22) (L 735, off 36) 
 "decided" 2 (L 603, off 34) (L 687, off 39) 
 "defect" 2 (L 1035, off 56) (L 1077, off 0) 
 "defendants'" 2 
 "demanded" 2 (L 515, off 21) (L 761, off 19) 
 "details" 2 (L 581, off 21) (L 592, off 24) 
 "developed" 2 (L 302, off 30) (L 309, off 0) 
 "directly" 2 (L 277, off 33) (L 1109, off 33) 
 "disclaimer" 2 (L 1096, off 16) (L 1098, off 51) 
 "discovered" 2 (L 746, off 18) (L 1036, off 21) 
 "does" 2 (L 965, off 56) (L 1028, off 2) 
 "doesn't" 2 (L 68, off 19) (L 249, off 29) 
 "domain" 2 (L 923, off 42) (L 1165, off 32) 
 "domed" 2 (L 90, off 33) (L 288, off 22) 
 "done" 2 (L 555, off 35) (L 614, off 55) 
 "doubt" 2 (L 558, off 64) (L 695, off 53) 
 "dozen" 2 (L 90, off 61) (L 174, off 63) 
 "drove" 2 (L 472, off 65) (L 481, off 48) 
 "dusk" 2 (L 120, off 55) (L 239, off 18) 
 "easily" 2 (L 692, off 33) (L 932, off 60) 
 "ebb" 2 (L 313, off 11) (L 331, off 17) 
 "ebook" 2 (L 8, off 73) (L 962, off 32) 
 "edge" 2 (L 124, off 33) (L 137, off 49) 
 "effort" 2 (L 1052, off 0) (L 1174, off 13) 
 "either" 2 (L 182, off 49) (L 971, off 0) 
 "electronically" 2 (L 1083, off 43) (L 1085, off 32) 
 "else" 2 (L 483, off 36) (L 576, off 32) 
 "emerged" 2 (L 118, off 24) (L 166, off 12) 
 "employees" 2 (L 1051, off 40) (L 1148, off 15) 
 "empty" 2 (L 50, off 57) (L 349, off 45) 
 "enemy" 2 (L 276, off 47) (L 642, off 11) 
 "enjoying" 2 (L 456, off 32) (L 478, off 40) 
 "enough" 2 (L 277, off 6) (L 575, off 5) 
 "espionage" 2 (L 629, off 4) (L 641, off 19) 
 "except" 2 (L 332, off 7) (L 587, off 27) 
 "excited" 2 (L 461, off 61) (L 745, off 64) 
 "executive" 2 (L 58, off 59) (L 148, off 12) 
 "exempt" 2 (L 1140, off 37) (L 1168, off 61) 
 "expected" 2 (L 182, off 40) (L 820, off 57) 
 "expenses" 2 (L 1067, off 40) (L 1108, off 57) 
 "explained" 2 (L 219, off 20) (L 806, off 33) 
 "explanation" 2 (L 1079, off 8) (L 1081, off 18) 
 "eyes" 2 (L 60, off 38) (L 168, off 0) 
 "face" 2 (L 354, off 46) (L 759, off 20) 
 "fact" 2 (L 320, off 3) (L 690, off 19) 
 "false" 2 (L 628, off 29) (L 681, off 20) 
 "familiar" 2 (L 309, off 40) (L 777, off 40) 
 "fast" 2 (L 613, off 54) (L 732, off 18) 
 "federal" 2 (L 1141, off 41) (L 1144, off 5) 
 "file" 2 (L 856, off 11) (L 892, off 49) 
 "files" 2 (L 857, off 24) (L 984, off 37) 
 "fire" 2 (L 603, off 0) (L 758, off 13) 
 "fired" 2 (L 605, off 3) (L 825, off 12) 
 "follow" 2 (L 754, off 26) (L 916, off 37) 
 "force" 2 (L 172, off 65) (L 577, off 39) 
 "formats" 2 (L 857, off 41) (L 1118, off 20) 
 "fourth" 2 (L 662, off 6) (L 677, off 15) 
 "further" 2 (L 337, off 31) (L 1087, off 8) 
 "generations" 2 (L 1126, off 28) (L 1129, off 0) 
 "gets" 2 (L 66, off 12) (L 251, off 10) 
 "girl" 2 (L 93, off 40) (L 109, off 40) 
 "glanced" 2 (L 254, off 3) (L 748, off 3) 
 "gleaming" 2 (L 202, off 0) (L 238, off 11) 
 "good-sized" 2 (L 63, off 20) (L 710, off 47) 
 "gray" 2 (L 60, off 33) (L 190, off 58) 
 "greetings" 2 (L 204, off 23) (L 422, off 41) 
 "growled" 2 (L 538, off 56) (L 792, off 12) 
 "hair" 2 (L 59, off 54) (L 248, off 43) 
 "hands" 2 (L 363, off 15) (L 709, off 14) 
 "hard" 2 (L 757, off 8) (L 831, off 41) 
 "harm" 2 (L 555, off 21) (L 621, off 47) 
 "hate" 2 (L 576, off 59) (L 796, off 12) 
 "heard" 2 (L 462, off 66) (L 511, off 64) 
 "heart" 2 (L 234, off 30) (L 734, off 42) 
 "heat-gun" 2 (L 752, off 21) (L 824, off 22) 
 "heavy" 2 (L 89, off 63) (L 185, off 22) 
 "heels" 2 (L 351, off 52) (L 596, off 32) 
 "held" 2 (L 157, off 29) (L 725, off 34) 
 "highway" 2 (L 119, off 60) (L 123, off 17) 
 "himself" 2 (L 245, off 0) (L 720, off 43) 
 "homecoming" 2 (L 78, off 0) (L 347, off 14) 
 "honor" 2 (L 697, off 13) (L 802, off 24) 
 "hope" 2 (L 555, off 13) (L 928, off 63) 
 "horses" 2 (L 411, off 0) (L 475, off 16) 
 "hundreds" 2 (L 304, off 4) (L 1120, off 33) 
 "identify" 2 (L 141, off 46) (L 1052, off 10) 
 "ignorant" 2 (L 554, off 55) (L 675, off 53) 
 "indications" 2 (L 179, off 0) (L 207, off 38) 
 "intellectual" 2 (L 900, off 45) (L 1058, off 0) 
 "interested" 2 (L 207, off 20) (L 208, off 31) 
 "lack" 2 (L 41, off 23) (L 566, off 60) 
 "landed" 2 (L 236, off 0) (L 628, off 7) 
 "landing" 2 (L 70, off 60) (L 81, off 4) 
 "last" 2 (L 359, off 32) (L 601, off 24) 
 "later" 2 (L 118, off 9) (L 475, off 0) 
 "legal" 2 (L 1067, off 60) (L 1109, off 10) 
 "liability" 2 (L 1067, off 0) (L 1108, off 36) 
 "lieu" 2 (L 1083, off 0) (L 1085, off 50) 
 "life" 2 (L 51, off 38) (L 1121, off 28) 
 "light" 2 (L 523, off 6) (L 818, off 0) 
 "lights" 2 (L 520, off 9) (L 533, off 13) 
 "limited" 2 (L 1056, off 36) (L 1089, off 22) 
 "listened" 2 (L 160, off 41) (L 206, off 20) 
 "living" 2 (L 376, off 43) (L 383, off 50) 
 "locations" 2 (L 1149, off 0) (L 1175, off 56) 
 "log" 2 (L 65, off 54) (L 183, off 24) 
 "look" 2 (L 443, off 45) (L 446, off 16) 
 "looked" 2 (L 366, off 6) (L 480, off 43) 
 "looks" 2 (L 294, off 8) (L 367, off 11) 
 "loudspeaker" 2 (L 97, off 41) (L 136, off 21) 
 "machinery" 2 (L 437, off 12) (L 529, off 21) 
 "makes" 2 (L 559, off 53) (L 943, off 48) 
 "many" 2 (L 776, off 13) (L 1174, off 40) 
 "marked" 2 (L 994, off 12) (L 1021, off 29) 
 "meal" 2 (L 323, off 10) (L 560, off 45) 
 "mentioned" 2 (L 463, off 23) (L 613, off 39) 
 "mess" 2 (L 301, off 24) (L 375, off 8) 
 "met" 2 (L 167, off 60) (L 1181, off 9) 
 "method" 2 (L 508, off 42) (L 1014, off 61) 
 "middle-aged" 2 (L 198, off 24) (L 1119, off 35) 
 "midst" 2 (L 297, off 7) (L 724, off 54) 
 "mile" 2 (L 52, off 12) (L 609, off 2) 
 "minutes" 2 (L 547, off 18) (L 785, off 52) 
 "named" 2 (L 210, off 19) (L 856, off 26) 
 "nation" 2 (L 305, off 17) (L 305, off 33) 
 "net" 2 (L 25, off 49) (L 861, off 49) 
 "none" 2 (L 40, off 44) (L 309, off 15) 
 "notes" 2 (L 427, off 0) (L 674, off 16) 
 "notice" 2 (L 966, off 10) (L 1204, off 28) 
 "obtaining" 2 (L 904, off 34) (L 1001, off 3) 
 "obviously" 2 (L 379, off 35) (L 649, off 24) 
 "occur" 2 (L 486, off 11) (L 1110, off 39) 
 "once" 2 (L 349, off 0) (L 729, off 12) 
 "operates" 2 (L 771, off 8) (L 773, off 14) 
 "operations" 2 (L 159, off 10) (L 642, off 52) 
 "opposite" 2 (L 473, off 22) (L 669, off 44) 
 "orbiting" 2 (L 67, off 20) (L 600, off 7) 
 "ordered" 2 (L 144, off 19) (L 748, off 46) 
 "orderlies" 2 (L 238, off 43) (L 240, off 56) 
 "orderly" 2 (L 369, off 4) (L 511, off 21) 
 "orders" 2 (L 337, off 39) (L 754, off 33) 
 "original" 2 (L 217, off 39) (L 1001, off 53) 
 "owns" 2 (L 867, off 22) (L 921, off 23) 
 "page" 2 (L 1131, off 48) (L 1152, off 9) 
 "particular" 2 (L 1177, off 56) (L 1205, off 47) 
 "parts" 2 (L 4, off 6) (L 957, off 13) 
 "paying" 2 (L 869, off 38) (L 968, off 26) 
 "perform" 2 (L 684, off 63) (L 987, off 29) 
 "performed" 2 (L 348, off 0) (L 954, off 0) 
 "personnel" 2 (L 159, off 39) (L 337, off 0) 
 "pgdp" 2 (L 25, off 44) (L 861, off 44) 
 "physical" 2 (L 1030, off 37) (L 1080, off 23) 
 "pieces" 2 (L 350, off 23) (L 596, off 15) 
 "pillboxes" 2 (L 170, off 60) (L 316, off 16) 
 "pointed" 2 (L 125, off 10) (L 761, off 32) 
 "prepare" 2 (L 1019, off 50) (L 1020, off 22) 
 "preparing" 2 (L 248, off 0) (L 510, off 0) 
 "presented" 2 (L 688, off 0) (L 689, off 46) 
 "previous" 2 (L 696, off 35) (L 863, off 34) 
 "prisoners" 2 (L 404, off 39) (L 745, off 40) 
 "produced" 2 (L 44, off 47) (L 1198, off 47) 
 "prominently" 2 (L 951, off 0) (L 989, off 0) 
 "promoting" 2 (L 888, off 47) (L 929, off 58) 
 "proof" 2 (L 492, off 33) (L 528, off 10) 
 "property" 2 (L 900, off 58) (L 1058, off 13) 
 "protect" 2 (L 872, off 33) (L 888, off 3) 
 "pull" 2 (L 475, off 34) (L 579, off 24) 
 "pulled" 2 (L 411, off 47) (L 541, off 32) 
 "quarters" 2 (L 234, off 49) (L 561, off 8) 
 "quartet's" 2 (L 245, off 42) (L 709, off 4) 
 "quiet" 2 (L 324, off 11) (L 600, off 46) 
 "raised" 2 (L 341, off 13) (L 623, off 47) 
 "re-use" 2 (L 5, off 46) (L 958, off 60) 
 "reaction" 2 (L 133, off 9) (L 735, off 4) 
 "readable" 2 (L 1118, off 28) (L 1166, off 30) 
 "receipt" 2 (L 1027, off 50) (L 1037, off 2) 
 "records" 2 (L 503, off 51) (L 662, off 61) 
 "registered" 2 (L 873, off 46) (L 910, off 30) 
 "regulation" 2 (L 391, off 27) (L 714, off 41) 
 "relay" 2 (L 67, off 6) (L 170, off 27) 
 "remind" 2 (L 510, off 52) (L 624, off 8) 
 "replace" 2 (L 817, off 25) (L 863, off 22) 
 "restrictions" 2 (L 4, off 55) (L 958, off 2) 
 "retorted" 2 (L 275, off 34) (L 558, off 0) 
 "returned" 2 (L 148, off 57) (L 157, off 5) 
 "rockets" 2 (L 63, off 0) (L 612, off 39) 
 "royalties" 2 (L 870, off 0) (L 1017, off 19) 
 "rules" 2 (L 870, off 19) (L 876, off 26) 
 "run" 2 (L 249, off 37) (L 408, off 4) 
 "sabotage" 2 (L 628, off 61) (L 641, off 33) 
 "sand" 2 (L 82, off 32) (L 99, off 66) 
 "saw" 2 (L 120, off 66) (L 835, off 37) 
 "search" 2 (L 384, off 38) (L 1208, off 56) 
 "seeing" 2 (L 684, off 41) (L 720, off 56) 
 "sends" 2 (L 204, off 13) (L 422, off 35) 
 "sentence" 2 (L 949, off 21) (L 989, off 27) 
 "she" 2 (L 245, off 26) (L 448, off 24) 
 "ship's" 2 (L 217, off 32) (L 573, off 31) 
 "showed" 2 (L 55, off 58) (L 63, off 8) 
 "shower" 2 (L 512, off 15) (L 534, off 55) 
 "slipped" 2 (L 144, off 36) (L 367, off 25) 
 "slogan" 2 (L 788, off 14) (L 789, off 57) 
 "slowly" 2 (L 56, off 23) (L 138, off 42) 
 "smiled" 2 (L 518, off 5) (L 842, off 5) 
 "social" 2 (L 542, off 47) (L 572, off 55) 
 "softly" 2 (L 296, off 38) (L 396, off 25) 
 "solar" 2 (L 622, off 56) (L 639, off 63) 
 "solicit" 2 (L 1175, off 35) (L 1180, off 27) 
 "somewhat" 2 (L 160, off 0) (L 753, off 33) 
 "soon" 2 (L 538, off 46) (L 563, off 3) 
 "sound" 2 (L 512, off 4) (L 534, off 42) 
 "specific" 2 (L 641, off 0) (L 875, off 0) 
 "specified" 2 (L 1003, off 37) (L 1022, off 55) 
 "stand" 2 (L 684, off 0) (L 820, off 39) 
 "standing" 2 (L 430, off 30) (L 717, off 14) 
 "staring" 2 (L 415, off 64) (L 757, off 0) 
 "starship's" 2 (L 159, off 28) (L 256, off 51) 
 "started" 2 (L 516, off 0) (L 531, off 19) 
 "steel" 2 (L 184, off 35) (L 257, off 36) 
 "stopped" 2 (L 97, off 5) (L 482, off 27) 
 "strong" 2 (L 282, off 25) (L 613, off 4) 
 "surprise" 2 (L 182, off 21) (L 270, off 11) 
 "surrender" 2 (L 601, off 57) (L 603, off 45) 
 "surrounded" 2 (L 303, off 49) (L 461, off 47) 
 "swing" 2 (L 128, off 10) (L 609, off 28) 
 "taken" 2 (L 370, off 65) (L 617, off 32) 
 "taking" 2 (L 388, off 33) (L 674, off 9) 
 "team" 2 (L 259, off 22) (L 475, off 8) 
 "technicians" 2 (L 54, off 55) (L 807, off 54) 
 "technology" 2 (L 297, off 25) (L 830, off 0) 
 "tell" 2 (L 223, off 10) (L 538, off 7) 
 "there's" 2 (L 93, off 7) (L 579, off 0) 
 "they've" 2 (L 503, off 31) (L 812, off 36) 
 "thinking" 2 (L 315, off 21) (L 732, off 9) 
 "third" 2 (L 214, off 27) (L 663, off 47) 
 "those" 2 (L 363, off 38) (L 440, off 14) 
 "thought" 2 (L 223, off 51) (L 785, off 32) 
 "threat" 2 (L 319, off 36) (L 625, off 0) 
 "thrown" 2 (L 123, off 34) (L 531, off 49) 
 "together" 2 (L 231, off 4) (L 342, off 0) 
 "tone" 2 (L 223, off 38) (L 319, off 27) 
 "too" 2 (L 262, off 14) (L 612, off 51) 
 "transmitters" 2 (L 746, off 40) (L 782, off 7) 
 "triumphantly" 2 (L 450, off 30) (L 518, off 12) 
 "troop" 2 (L 173, off 22) (L 411, off 21) 
 "underground" 2 (L 336, off 48) (L 383, off 38) 
 "uniform" 2 (L 139, off 19) (L 1173, off 40) 
 "upon" 2 (L 1001, off 20) (L 1163, off 29) 
 "utilize" 2 (L 649, off 39) (L 658, off 0) 
 "view" 2 (L 566, off 48) (L 695, off 28) 
 "violation" 2 (L 649, off 56) (L 660, off 0) 
 "visit" 2 (L 1178, off 6) (L 1192, off 15) 
 "wanted" 2 (L 482, off 42) (L 805, off 13) 
 "warned" 2 (L 551, off 21) (L 762, off 55) 
 "we'll" 2 (L 78, off 29) (L 831, off 18) 
 "we've" 2 (L 268, off 6) (L 391, off 8) 
 "weapon" 2 (L 753, off 26) (L 767, off 9) 
 "web" 2 (L 998, off 52) (L 1151, off 58) 
 "went" 2 (L 429, off 58) (L 509, off 33) 
 "whatsoever" 2 (L 5, off 0) (L 958, off 15) 
 "whether" 2 (L 128, off 45) (L 606, off 34) 
 "whom" 2 (L 684, off 23) (L 907, off 20) 
 "wide" 2 (L 82, off 65) (L 1163, off 61) 
 "widest" 2 (L 1118, off 44) (L 1166, off 62) 
 "window" 2 (L 443, off 9) (L 459, off 35) 
 "wine" 2 (L 327, off 53) (L 344, off 51) 
 "wish" 2 (L 624, off 0) (L 1042, off 14) 
 "woman" 2 (L 84, off 14) (L 85, off 52) 
 "you'll" 2 (L 7, off 65) (L 961, off 17) 
 "ANY" 3 (L 1071, off 21) (L 1091, off 20) (L 1092, off 56) 
 "CONSERVATION" 3 (L 19, off 42) (L 35, off 29) (L 854, off 40) 
 "Charles" 3 (L 1, off 49) (L 12, off 8) (L 852, off 55) 
 "Conservation" 3 (L 1, off 32) (L 10, off 7) (L 852, off 38) 
 "Conserve" 3 (L 344, off 1) (L 697, off 46) (L 788, off 22) 
 "EBook" 3 (L 1, off 23) (L 14, off 31) (L 852, off 29) 
 "Earthmen" 3 (L 357, off 6) (L 418, off 33) (L 613, off 25) 
 "FOR" 3 (L 1068, off 42) (L 1072, off 14) (L 1092, off 52) 
 "Fontenay" 3 (L 1, off 60) (L 12, off 19) (L 852, off 66) 
 "Foundation's" 3 (L 1141, off 21) (L 1146, off 4) (L 1151, off 45) 
 "GUTENBERG" 3 (L 19, off 26) (L 854, off 24) (L 885, off 17) 
 "General" 3 (L 870, off 43) (L 895, off 11) (L 1194, off 11) 
 "I've" 3 (L 266, off 1) (L 418, off 1) (L 728, off 52) 
 "Instead" 3 (L 173, off 0) (L 724, off 9) (L 757, off 52) 
 "It's" 3 (L 817, off 1) (L 838, off 1) (L 844, off 1) 
 "LIMITED" 3 (L 1062, off 7) (L 1076, off 7) (L 1092, off 0) 
 "Not" 3 (L 190, off 0) (L 499, off 1) (L 575, off 1) 
 "Our" 3 (L 673, off 1) (L 676, off 67) (L 680, off 25) 
 "Phil's" 3 (L 508, off 35) (L 528, off 19) (L 566, off 30) 
 "Their" 3 (L 302, off 11) (L 370, off 40) (L 407, off 19) 
 "They've" 3 (L 267, off 51) (L 435, off 63) (L 819, off 32) 
 "Two" 3 (L 74, off 1) (L 118, off 0) (L 550, off 1) 
 "Web" 3 (L 1189, off 35) (L 1208, off 25) (L 1211, off 5) 
 "additional" 3 (L 978, off 0) (L 999, off 37) (L 1154, off 4) 
 "again" 3 (L 226, off 15) (L 234, off 64) (L 534, off 13) 
 "agreed" 3 (L 132, off 16) (L 426, off 13) (L 1017, off 2) 
 "ancient" 3 (L 348, off 14) (L 662, off 53) (L 844, off 9) 
 "applicable" 3 (L 1015, off 36) (L 1097, off 30) (L 1099, off 28) 
 "available" 3 (L 437, off 50) (L 892, off 29) (L 1126, off 14) 
 "below" 3 (L 915, off 14) (L 918, off 36) (L 1047, off 60) 
 "blast" 3 (L 316, off 66) (L 331, off 49) (L 578, off 33) 
 "books" 3 (L 586, off 55) (L 808, off 58) (L 814, off 47) 
 "building" 3 (L 325, off 0) (L 431, off 0) (L 457, off 35) 
 "came" 3 (L 240, off 46) (L 621, off 52) (L 640, off 18) 
 "can't" 3 (L 94, off 5) (L 571, off 3) (L 817, off 19) 
 "candles" 3 (L 239, off 7) (L 397, off 0) (L 524, off 0) 
 "century" 3 (L 173, off 36) (L 174, off 20) (L 286, off 24) 
 "certain" 3 (L 677, off 47) (L 1094, off 47) (L 1095, off 45) 
